latitude,longitude,site,landcover
-25.028580609573893,33.58953971886811,Xai-Xai,Grassland
-25.031516768171766,33.589328959576754,Xai-Xai,Grassland
-25.031012353350437,33.59320094483372,Xai-Xai,Grassland
-25.027516014926302,33.59238039674491,Xai-Xai,Grassland
-25.027365213001772,33.59466865549513,Xai-Xai,Grassland
-25.035044843988775,33.59617605464912,Xai-Xai,Grassland
-25.014928511481994,33.54432908809629,Xai-Xai,Grassland
-25.015588156994866,33.53695910862226,Xai-Xai,Grassland
-25.01470658652565,33.53252830296357,Xai-Xai,Cropland irrigated 1
-25.011615810593625,33.5387430172088,Xai-Xai,Cropland irrigated 1
-25.011644188886326,33.543192724621356,Xai-Xai,Cropland irrigated 1
-25.008566121435845,33.53634647639304,Xai-Xai,Cropland irrigated 1
-25.00705371172759,33.53307866648226,Xai-Xai,Cropland irrigated 1
-25.007010430884687,33.536238108169904,Xai-Xai,Cropland irrigated 1
-25.00606675758494,33.53649273338341,Xai-Xai,Cropland irrigated 2
-25.004962540201188,33.53435687331411,Xai-Xai,Cropland irrigated 1
-25.004818633795196,33.53875176848544,Xai-Xai,Cropland irrigated 1
-25.003270005138166,33.54083504835387,Xai-Xai,Cropland irrigated 1
-25.00464293980004,33.542849617652436,Xai-Xai,Cropland irrigated 1
-25.00385012603747,33.54387884500417,Xai-Xai,Cropland irrigated 2
-25.00237190213284,33.54409364983128,Xai-Xai,Cropland irrigated 2
-25.001468614432493,33.54068663001012,Xai-Xai,Cropland irrigated 1
-24.997027978499517,33.55423580948755,Xai-Xai,Cropland irrigated 2
-24.965379718133455,33.553956261053386,Xai-Xai,Building
-24.955051413248707,33.500680479992134,Xai-Xai,Cropland rainfed
-24.954970013801596,33.49658857280257,Xai-Xai,Light vegetation
-24.9483021454388,33.50486463781172,Xai-Xai,Light vegetation
-24.944517717187775,33.49817324363745,Xai-Xai,Light vegetation
-24.944477137772996,33.49420573390688,Xai-Xai,Light vegetation
-24.986754071824393,33.63035870074798,Xai-Xai,Water
-24.499005113668574,33.10725887561514,Chokwe,Plantation
-24.502384008507757,33.11508975551814,Chokwe,Plantation
-18.116990322350176,33.299939786652374,Catandica,Cropland irrigated 2
-18.93195639466058,33.12398200730955,Manica,Cropland irrigated 2
-18.91666457156558,33.13067900335913,Manica,Cropland irrigated 2
-18.91758309135415,33.13315901848799,Manica,Cropland irrigated 2
-18.91887027509145,33.133491752874804,Manica,Cropland irrigated 2
-18.919384256220816,33.13137306651499,Manica,Cropland irrigated 2
-18.118122564840515,33.2993886191525,Catandica,Cropland irrigated 2
-18.115734959384174,33.300035997278215,Catandica,Cropland irrigated 2
-18.121284470379724,33.29865436193603,Catandica,Cropland irrigated 2
-25.027156006591667,33.661140256631725,Xai-Xai,Water
-24.67187526319414,32.9952784392849,Chokwe,Light vegetation
-24.661196703445167,33.00704973209658,Chokwe,Cropland rainfed
-24.636341629598753,33.046661065398965,Chokwe,Cropland irrigated 2
-24.539980926332913,33.00565013477736,Chokwe,Building
-24.570040902931893,33.07582165609398,Chokwe,Cropland irrigated 2
-24.571171564215764,33.06127931016756,Chokwe,Cropland irrigated 2
-24.577266334723568,33.10472901585118,Chokwe,Cropland irrigated 2
-24.490634418760877,33.1176990034471,Chokwe,Cropland rainfed
-24.485839816401022,32.96819664607794,Chokwe,Cropland irrigated 2
-24.422733355020036,32.87086132165668,Chokwe,Cropland irrigated 1
-18.053143108697896,33.17073561866846,Catandica,Building
-18.05578847012221,33.17533562813664,Catandica,Building
-25.078498003018527,33.59402064575671,Xai-Xai,Grassland
-25.096978571855377,33.57296163866214,Xai-Xai,Grassland
-24.60542136756228,32.81675040184034,,Light vegetation
-18.938911638517126,33.144118010682156,Manica,Dense vegetation
-18.872614941445,33.16381052219874,Manica,Dense vegetation
-18.890338581991895,33.15839942190178,Manica,Dense vegetation
-24.676739577814462,32.83043931242868,,Dense vegetation
-25.09245888805929,33.58264846969283,Xai-Xai,Grassland
-24.91363920428004,33.68136600914758,Xai-Xai,Grassland
-25.073702185712698,33.60272370919697,Xai-Xai,Grassland
-25.0844589707597,33.593582439167825,Xai-Xai,Grassland
-24.932589016279596,33.690918776867804,Xai-Xai,Grassland
-24.818440967691384,33.54291492374389,Xai-Xai,Grassland
-24.827040039610235,33.536093372049365,Xai-Xai,Grassland
-25.13890746916847,33.687668713817395,Xai-Xai,Ocean
-25.132726775007804,33.70317712469437,Xai-Xai,Ocean
-25.124938424365332,33.72142286305466,Xai-Xai,Ocean
-25.120650513290855,33.733786963528885,Xai-Xai,Ocean
-25.11400062185303,33.75539482386725,,Ocean
-25.13253105511092,33.71612373159441,,Ocean
-25.030979988630477,33.63303849521988,,Building
-25.019377654188432,33.79631872308115,,Building
-24.981863502904726,33.55063393253808,,Building
-18.9527035318482,33.26608199206938,,Building
-18.95475318608522,33.26612476045165,,Building
-18.945723161377135,33.2669388633122,,Building
-19.05826686245387,33.288460264043316,,Building
-18.946195197699776,33.265238814687905,Manica,Building
-19.000071401147046,33.08417148377044,Manica,Building
-18.851157735881483,33.275821498168504,Manica,Building
-25.030979988630477,33.63303849521988,Xai-Xai,Building
-25.019377654188432,33.79631872308115,Xai-Xai,Building
-24.981863502904726,33.55063393253808,Xai-Xai,Building
-18.9527035318482,33.26608199206938,Manica,Building
-18.95475318608522,33.26612476045165,Manica,Building
-18.945723161377135,33.2669388633122,Manica,Building
